id,website,status_code,dnssec,mx_hosts_hostname,spf_record,spf_valid,dmarc_record,dmarc_valid,dmarc_tags_p_value,dmarc_tags_pct,dmarc_tags_aspf,dmarc_tags_adkim,dmarc_tags_sp,rank,company
137,www.dollartree.com,200,False,"",,False,v=DMARC1; p=none; rua=mailto:dmarcreports@dollartree.com; ruf=mailto:dmarcforensicsreports@dollartree.com,True,none,100,r,r,none,137,Dollar Tree
138,www.kkr.com,200,False,"",,False,v=DMARC1; p=none; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,True,none,100,r,r,none,138,KKR
139,www.kraftheinzcompany.com,200,False,"",,False,v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,True,reject,100,r,r,reject,139,Kraft Heinz
140,www.amgen.com,200,False,"",,False,v=DMARC1;p=reject;sp=none;fo=1;ri=3600;rua=mailto:amgen@rua.agari.com;ruf=mailto:amgen@ruf.agari.com,True,reject,100,r,r,none,140,Amgen
141,www.autonation.com,200,False,"",,False,,False,,,,,,141,AutoNation
142,www.penskeautomotive.com,200,False,"",,False,v=DMARC1;p=none;fo=1;rua=mailto:dmarc_rua@emaildefense.proofpoint.com;ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,True,none,100,r,r,none,142,Penske Automotive Group
143,www.paypal.com,200,True,"",,False,v=DMARC1; p=reject; rua=mailto:d@rua.agari.com; ruf=mailto:d@ruf.agari.com,True,reject,100,r,r,reject,143,PayPal Holdings
144,www.macys.com,200,False,"",,False,"v=DMARC1;p=reject;fo=1;rua=mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:macysdmarc@macys.com;ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com",True,reject,100,r,r,reject,144,Macy's
146,ir.united.com,200,False,"",,False,v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com; rf=afrf; pct=100;,True,reject,100,r,r,reject,146,United Airlines Holdings
147,www.visa.com,200,False,"",,False,v=DMARC1; p=quarantine; sp=quarantine; fo=1; rua=mailto:dmarc_agg@auth.returnpath.net; ruf=mailto:dmarc_afrf@auth.returnpath.net; rf=afrf;,True,quarantine,100,r,r,quarantine,147,Visa
148,www.riteaid.com,200,False,"",,False,v=DMARC1; p=none; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com;fo=1,True,none,100,r,r,none,148,Rite Aid
149,www.cummins.com,200,False,"",,False,v=DMARC1; p=none; rua=mailto:dmarc@cummins.com;ruf=mailto:dmarc@cummins.com,True,none,100,r,r,none,149,Cummins
150,www.usbank.com,200,False,"",,False,v=DMARC1;p=reject;rua=mailto:us-bank@rua.agari.com;ruf=mailto:us-bank@ruf.agari.com;fo=1,True,reject,100,r,r,reject,150,U.S. Bancorp
151,www.paccar.com,200,False,"",,False,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:paccar@rua.agari.com; ruf=mailto:paccar@ruf.agari.com,True,reject,100,r,r,reject,151,Paccar
152,www.mcdonalds.com,200,False,"",,False,v=DMARC1; p=none; rua=mailto:dmarc_agg@dmarc.everest.email; fo=1; pct=100; rf=afrf,True,none,100,r,r,none,152,McDonald's
153,www.southernrailway.com,200,False,"",,False,v=DMARC1; p=reject; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_rua@emaildefense.proofpoint.com,True,reject,100,r,r,reject,153,Southern
154,www.chrobinson.com,200,False,"",,False,v=DMARC1;p=reject;sp=none;fo=1;ri=3600;rua=mailto:ch-robinson-worldwide@rua.dmp.cisco.com;ruf=mailto:ch-robinson-worldwide@ruf.dmp.cisco.com,True,reject,100,r,r,none,154,C.H. Robinson Worldwide
155,www.truist.com,200,False,"",,False,v=DMARC1;p=reject;fo=1;rua=mailto:dmarc_rua@emaildefense.proofpoint.com;ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,True,reject,100,r,r,reject,155,Truist Financial
156,www.appliedmaterials.com,200,True,"",,False,"v=DMARC1; p=reject; fo=1; pct=100; ri=3600; sp=none; rua=mailto:appliedmaterials@rua.agari.com,mailto:DMARC_Report@amat.com; ruf=mailto:appliedmaterials@ruf.agari.com,mailto:DMARCFore_Report@amat.com",True,reject,100,r,r,none,156,Applied Materials
157,www.fcx.com,200,False,"",,False,v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,True,reject,100,r,r,reject,157,Freeport-McMoRan
158,www.lithia.com,200,False,"",,False,v=DMARC1; p=quarantine; rua=mailto:rl6624mtjy@rua.powerdmarc.com; ruf=mailto:rl6624mtjy@ruf.powerdmarc.com; pct=100;,True,quarantine,100,r,r,quarantine,158,Lithia Motors
159,www.blackstone.com,200,False,"",,False,v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com;,True,reject,100,r,r,reject,159,Blackstone
160,www.thehartford.com,200,False,"",,False,,False,,,,,,160,Hartford Financial Services Group
161,www.aflac.com,200,False,"",,False,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,True,reject,100,r,r,reject,161,Aflac
162,www.whirlpoolindia.com,200,False,"",,False,v=DMARC1; p=none; rua=mailto:gawp41cm@ag.dmarcian.com,True,none,100,r,r,none,162,Whirlpool
163,www.up.com,200,False,"",,False,v=DMARC1; p=quarantine; pct=100; rua=mailto:dmarcreporting@up.com; ruf=mailto:dmarcreporting@up.com; fo=1,True,quarantine,100,r,r,quarantine,163,Union Pacific
164,www.internationalpaper.com,200,False,"",,False,,False,,,,,,164,International Paper
166,www.cdw.com,200,True,"",,False,v=DMARC1; p=none; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,True,none,100,r,r,none,166,CDW
167,www.manpowergroup.com,200,False,"",,False,v=DMARC1; p=none; rua=mailto:fb26d7ff24f5417@rep.dmarcanalyzer.com; ruf=mailto:fb26d7ff24f5417@for.dmarcanalyzer.com; fo=1; sp=reject;,True,none,100,r,r,reject,167,ManpowerGroup
168,www.pgecorp.com,200,False,"",,False,,False,,,,,,168,PG&E
169,www.corporate.carrier.com,200,False,"",,False,v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,True,reject,100,r,r,reject,169,Carrier Global
170,www.bakerhughes.com,200,False,"",,False,"v=DMARC1; p=reject; rua=mailto:dmarc_agg@vali.email,mailto:dmarc.rua.reports@bakerhughes.com; ruf=mailto:dmarc.ruf.reports@bakerhughes.com",True,reject,100,r,r,reject,170,Baker Hughes
171,www.clevelandcliffs.com,200,False,"",,False,v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,True,reject,100,r,r,reject,171,Cleveland-Cliffs
172,www.ussteel.com,200,False,"",,False,v=DMARC1; p=reject; rua=mailto:dmarc-rua@uss.com; ruf=mailto:dmarc-ruf@uss.com,True,reject,100,r,r,reject,172,United States Steel
173,www.bd.com,200,False,"",,False,v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,True,reject,100,r,r,reject,173,Becton Dickinson
174,www.carmax.com,200,False,"",,False,v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,True,reject,100,r,r,reject,174,CarMax
175,www.sherwin-williams.com,200,False,"",,False,v=DMARC1;p=reject;rua=mailto:7qfjzpkl@ag.dmarcian.com;ruf=mailto:7qfjzpkl@fr.dmarcian.com;fo=1,True,reject,100,r,r,reject,175,Sherwin-Williams
176,www.bldr.com,200,False,"",v=spf1 include:_spfb.bldr.com include:sendgrid.net include:aspmx.pardot.com include:us._netblocks.mimecast.com include:_spf.salesforce.com include:spf.fieldconnect.field2base.com include:_spf-dc8.successfactors.com ~all,True,v=DMARC1;p=quarantine;rua=mailto:e96ef672a9ce971@rep.dmarcanalyzer.com;ruf=mailto:e96ef672a9ce971@for.dmarcanalyzer.com;pct=100;sp=none;fo=1:d;,True,quarantine,100,r,r,none,176,Builders FirstSource
177,www.marsh.com,200,True,"",,False,v=DMARC1; p=reject; rua=mailto:dmarc_agg@vali.email; fo=1; ri=3600,True,reject,100,r,r,reject,177,Marsh & McLennan
178,www.pnc.com,200,False,"",,False,v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,True,reject,100,r,r,reject,178,PNC Financial Services
179,www.lumen.com,200,False,"",,False,v=DMARC1; p=reject; rua=mailto:eoul3qkc@ag.dmarcian.com;,True,reject,100,r,r,reject,179,Lumen Technologies
180,www.avnet.com,200,False,"",,False,v=DMARC1;p=none;rua=mailto:dmarc@avnet.eu,True,none,100,r,r,none,180,Avnet
181,www.tenethealth.com,200,False,"",,False,v=DMARC1; p=none; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,True,none,100,r,r,none,181,Tenet Healthcare
182,www.kimberly-clark.com,200,False,"",,False,,False,,,,,,182,Kimberly-Clark
183,www.kohls.com,200,False,"",,False,v=DMARC1; p=reject; rua=mailto:dmarc@kohls.com,True,reject,100,r,r,reject,183,Kohl's
185,www.us.jll.com,200,False,"",,False,v=DMARC1; p=reject; rua=mailto:dmarc_agg@vali.email; fo=1,True,reject,100,r,r,reject,185,Jones Lang LaSalle
186,www.lear.com,200,False,"",,False,"v=DMARC1; p=none; rua=mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_rua@lear.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com; fo=1",True,none,100,r,r,none,186,Lear
187,www.lincolnfinancial.com,200,False,"",,False,,False,,,,,,187,Lincoln National
188,www.schwab.com,200,True,"",,False,v=DMARC1; p=reject; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com;fo=1,True,reject,100,r,r,reject,188,Charles Schwab
189,www.rossstores.com,200,False,"",,False,,False,,,,,,189,Ross Stores
190,www.mastercard.us,200,False,"",,False,v=DMARC1;p=none;fo=1;rua=mailto:dmarc_rua@emaildefense.proofpoint.com;ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,True,none,100,r,r,none,190,Mastercard
191,www.genpt.com,200,False,"",,False,v=DMARC1; p=none; pct=100; rua=mailto:_demarc@genpt.com; ruf=mailto:_demarc@genpt.com; fo=1; adkim=r; aspf=r; rf=afrf; ri=3600; sp=none,True,none,100,r,r,none,191,Genuine Parts
192,www.westrock.com,200,False,"",,False,v=DMARC1; p=none; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,True,none,100,r,r,none,192,WestRock
193,www.eogresources.com,200,True,"",,False,v=DMARC1; p=quarantine; rua=mailto:dmarcreports@eogresources.com,True,quarantine,100,r,r,quarantine,193,EOG Resources
194,www.cognizant.com,200,False,"",,False,,False,,,,,,194,goanizant Technology
195,www.modernatx.com,200,False,"",,False,v=DMARC1; p=none; rua=mailto:271752973d4b367@rep.dmarcanalyzer.com; ruf=mailto:271752973d4b367@for.dmarcanalyzer.com; fo=1;,True,none,100,r,r,none,195,Moderna
197,www.hfsinclair.com,200,False,"",,False,,False,,,,,,197,HF Sinclair
198,www.ti.com,200,False,"",,False,v=DMARC1;p=quarantine;sp=none;rua=mailto:dmarc-aggr@ti.com;ruf=mailto:dmarc-for@ti.com;fo=0,True,quarantine,100,r,r,none,198,Texas Instruments
199,www.emerson.com,200,False,"",,False,v=DMARC1; p=none; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,True,none,100,r,r,none,199,Emerson Electric
200,www.wesco.com,200,False,"",,False,,False,,,,,,200,WESCO International
201,www.generalmills.com,200,False,"",,False,v=DMARC1; p=reject; rua=mailto:jsbnzmkx@ag.dmarcian.com; ruf=mailto:jsbnzmkx@fr.dmarcian.com,True,reject,100,r,r,reject,201,General Mills
202,www.tenneco.com,200,False,"",,False,v=DMARC1; p=none; rua=mailto:Global-IT-Communications@tenneco.com; ruf=mailto:Global-IT-Communications@tenneco.com; fo=1;,True,none,100,r,r,none,202,Tenneco
203,gwcnweb.org,200,False,"aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, alt3.aspmx.l.google.com, alt4.aspmx.l.google.com",v=spf1 +a +mx +ip4:50.87.144.87 ~all,True,,False,,,,,,203,Waste Management
204,www.viatris.com,200,False,mxa-0054f601.gslb.pphosted.com,v=spf1 +mx ip4:54.240.30.240 ip4:54.240.30.241 ip4:69.169.227.219 ip4:205.220.189.169 ip4:205.220.188.142 ip4:205.220.189.159 include:spf-0054f601.pphosted.com include:ae.veevasystems.com include:spf.protection.outlook.com include:_spf.salesforce.com -all,True,"v=DMARC1; p=none; pct=100; rua=mailto:rua.dmarc@viatris.com; ruf=mailto:ruf.dmarc@viatris.com,mailto:dmarc_ruf@emaildefense.proofpoint.com; fo=1",True,none,100,r,r,none,204,Viatris
205,www.dish.com,200,False,"",,False,,False,,,,,,205,DISH Network
206,www.l3harris.com,200,False,"",,False,v=DMARC1;p=quarantine;sp=none;rua=mailto:66643f5e@mxtoolbox.dmarc-report.com;ruf=mailto:66643f5e@forensics.dmarc-report.com;,True,quarantine,100,r,r,none,206,L3Harris Technologies
207,dxc.com,200,False,"",v=spf1 include:spf.protection.outlook.com include:spf.messagelabs.com a:mgw.dxc.com include:mktomail.com ip4:147.29.236.1 ip4:147.29.238.1 ip4:151.193.220.17 ip4:151.193.220.19 include:sendgrid.net ip4:74.116.10.54 ip4:74.116.10.66 ip4:74.116.14.30 ip4:70.184.28.103 ip4:50.31.36.179 ip4:192.85.154.64/26 ip4:199.228.142.64/26 a:c.spf.service-now.com ip4:205.220.177.155 ip4:205.220.165.155 ip4:185.99.205.233 ip4:185.99.205.234 ip4:185.99.205.236 ip4:185.99.205.237 ip4:212.83.215.11 ip4:212.83.232.197 ip4:138.35.24.128/26 ip4:138.35.86.192/27 ip4:138.35.224.64/26 ip4:168.87.137.96/27 ip4:168.87.75.64/26 ip4:168.87.2.128/26 ip4:208.75.120.0/22 ~all,True,v=DMARC1; p=none; sp=reject; rua=mailto:83d29ee7edc7.a@dmarcinput.com; ruf=mailto:83d29ee7edc7.f@dmarcinput.com; fo=1,True,none,100,r,r,reject,207,DXC Technology
208,www.block.xyz,200,False,"",,False,v=DMARC1;p=reject;pct=100;rua=mailto:postmasters@squareup.com,True,reject,100,r,r,reject,208,Block
209,www.goodyear.com,200,False,"",,False,v=DMARC1; p=none; rua=mailto:dmarca@goodyear.com; ruf=mailto:dmarcf@goodyear.com; fo=1,True,none,100,r,r,none,209,Goodyear Tire & Rubber
210,www.uber.com,200,False,mx.sendgrid.net,,False,v=DMARC1; p=quarantine; rua=mailto:dmarc_agg@vali.email,True,quarantine,100,r,r,quarantine,210,Uber Technologies
211,www.colgatepalmolive.com,200,False,"",,False,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,True,reject,100,r,r,reject,211,Colgate-Palmolive
212,www.stanleyblackanddecker.com,200,False,"",,False,,False,,,,,,212,Stanley Black & Decker
213,www.dupont.com,200,False,"",,False,v=DMARC1; p=none; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,True,none,100,r,r,none,213,DuPont
214,www.stryker.com,200,False,"",,False,v=DMARC1; p=quarantine; pct=100; rua=mailto:spam.dumpster@stryker.com; ruf=mailto:spam.dumpster@stryker.com,True,quarantine,100,r,r,quarantine,214,Stryker
215,www.nexteraenergy.com,200,False,"",,False,v=DMARC1; p=none; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,True,none,100,r,r,none,215,NextEra Energy
216,www.targaresources.com,200,False,"",,False,v=DMARC1;p=none;pct=100;rua=mailto:DMARC@targaresources.com;ruf=mailto:DMARC@targaresources.com;aspf=r;adkim=r;fo=0,True,none,100,r,r,none,216,Targa Resources
217,www.westerndigital.com,200,False,"",,False,"v=DMARC1; p=quarantine; pct=100;rua=mailto:8xkq3jdr@ag.dmarcian.com,mailto:westdig-dmarc-rua@westerndigital.com; ruf=mailto:westdig-dmarc-ruf@westerndigital.com; rf=afrf; ri=7200",True,quarantine,100,r,r,quarantine,217,Western Digital
218,www.ppg.com,200,False,"",,False,v=DMARC1; p=none; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,True,none,100,r,r,none,218,PPG Industries
219,www.aep.com,200,False,"",,False,,False,,,,,,219,American Electric Power
220,www.gap.com,200,False,"",,False,"v=DMARC1; p=reject; fo=1; rua=mailto:hojfhixb@ag.dmarcian.com,mailto:dmarc_agg@auth.returnpath.net,mailto:dmarc_agg@vali.email; ruf=mailto:hojfhixb@fr.dmarcian.com,mailto:dmarc_afrf@auth.returnpath.net;",True,reject,100,r,r,reject,220,Gap
222,www.rgare.com,200,False,"",,False,v=DMARC1; p=none; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,True,none,100,r,r,none,222,Reinsurance Group of
223,www.kindermorgan.com,200,False,"",,False,,False,,,,,,223,Kinder Morgan
224,www.oneok.com,200,False,"",,False,"v=DMARC1; p=none; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:informationsecurity@oneok.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,mailto:informationsecurity@oneok.com",True,none,100,r,r,none,224,Oneok
225,www.expeditors.com,200,False,"",,False,v=DMARC1;p=none;pct=100;aspf=r;adkim=r;rua=mailto:xr0tyuvn@expeditors.com,True,none,100,r,r,none,225,Expeditors Intl. of Washington
226,www.amd.com,200,False,"",,False,v=DMARC1; p=quarantine; rua=mailto:dmarc_agg@vali.email,True,quarantine,100,r,r,quarantine,226,Advanced Micro Devices
227,www.fiserv.com,200,False,"",,False,"v=DMARC1; p=reject; fo=0; rua=mailto:first-data@rua.agari.com, mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:first-data@ruf.agari.com, mailto:dmarc_ruf@emaildefense.proofpoint.com",True,reject,100,r,r,reject,227,Fiserv
228,www.elcompanies.com,200,False,"",,False,v=DMARC1;p=reject;fo=1;rua=mailto:dmarc_rua@emaildefense.proofpoint.com;ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,True,reject,100,r,r,reject,228,Estée Lauder
229,www.bnymellon.com,200,False,"",,False,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:bny-mellon@rua.agari.com; ruf=mailto:bny-mellon@ruf.agari.com,True,reject,100,r,r,reject,229,Bank of New York Mellon
230,www.labcorp.com,200,False,"",,False,v=DMARC1; p=reject; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,True,reject,100,r,r,reject,230,Laboratory Corp. of America
231,www.regeneron.com,200,False,"",,False,v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,True,reject,100,r,r,reject,231,Regeneron Pharmaceuticals
232,www.landolakesinc.com,200,False,"",,False,"v=DMARC1; p=none; fo=1; ri=3600; rua=mailto:ydmxkuah@ag.dmarcian.com,mailto:ExchangeSMTPReporting@landolakes.com; ruf=mailto:ydmxkuah@fr.dmarcian.com,mailto:ExchangeSMTPReporting@landolakes.com",True,none,100,r,r,none,232,Land O'Lakes
233,www.cheniere.com,200,False,"mxa-001ae001.gslb.pphosted.com, mxb-001ae001.gslb.pphosted.com",v=spf1 ip4:64.125.105.111/32 ip4:64.125.105.113/32 ip4:170.75.245.48/32 include:spf-001ae001.pphosted.com include:spf.protection.outlook.com ~all,True,,False,,,,,,233,Cheniere Energy
234,www.southwest.com,200,False,"",,False,v=DMARC1; p=reject; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com;fo=1,True,reject,100,r,r,reject,234,Southwest Airlines
235,www.adobe.com,200,False,"",,False,v=DMARC1; p=reject; sp=reject; pct=100; rua=mailto:adobe@rua.agari.com; ruf=mailto:adobe@ruf.agari.com; fo=1,True,reject,100,r,r,reject,235,Adobe
236,www.synchrony.com,200,True,"",,False,v=DMARC1; p=reject; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com; fo=1; ri=3600,True,reject,100,r,r,reject,236,Synchrony Financial
237,www.corteva.com,200,False,"",,False,"v=DMARC1; p=reject; sp=reject; fo=1; ri=86400; rua=mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_support@corteva.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,mailto:dmarc_support@corteva.com",True,reject,100,r,r,reject,237,Corteva
238,fnf.com,200,False,"",,False,,False,,,,,,238,Fidelity National Financial
239,www.newlook.dteenergy.com,200,False,"",,False,,False,,,,,,239,DTEEnergy
241,www.halliburton.com,200,False,"",,False,"v=DMARC1; p=reject; fo=1; rua=mailto:fwojgd6z@ag.dmarcian.com; ruf=mailto:dmarcforensics@halliburton.com, mailto:fwojgd6z@fr.dmarcian.com;",True,reject,100,r,r,reject,241,Halliburton
242,www.adp.com,200,False,"",,False,v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,True,reject,100,r,r,reject,242,Automatic Data Processing
243,www.edison.com,200,False,"",,False,,False,,,,,,243,Edison International
244,www.borgwarner.com,200,False,"",,False,,False,,,,,,244,BorgWarner
245,www.nordstrom.com,200,False,"",,False,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:nordstrom@rua.agari.com; ruf=mailto:nordstrom@ruf.agari.com,True,reject,100,r,r,reject,245,Nordstrom
246,loews.com,200,False,"mxa-001d4001.gslb.pphosted.com, mxb-001d4001.gslb.pphosted.com",v=spf1 ip4:208.65.57.147 ip4:208.65.57.148 ip4:34.195.23.81 ip4:34.195.175.114 include:spf-001d4001.pphosted.com ~all,True,v=DMARC1; p=reject; fo=1; rua=mailto:e5b02ddb@mxtoolbox.dmarc-report.com; ruf=mailto:e5b02ddb@forensics.dmarc-report.com,True,reject,100,r,r,reject,246,Loews
247,www.guardianlife.com,200,False,"",,False,v=DMARC1;p=quarantine; pct=100; rua=mailto:DMARC@glic.com; ruf=mailto:DMARC_RUF@glic.com,True,quarantine,100,r,r,quarantine,247,Guardian Life Ins. Co. of America
248,www.pxd.com,200,False,"",,False,v=DMARC1; p=quarantine; rua=mailto:e8749581009e309@rep.dmarcanalyzer.com; ruf=mailto:e8749581009e309@for.dmarcanalyzer.com; pct=100; sp=reject; fo=1;,True,quarantine,100,r,r,reject,248,Pioneer Natural Resources
249,www.autozone.com,200,False,"",,False,,False,,,,,,249,AutoZone
250,www.lamresearch.com,200,False,"",,False,v=DMARC1; p=reject; fo=1; rua=mailto:dmarc.rua@lamresearch.com; ruf=mailto:dmarc.ruf@lamresearch.com,True,reject,100,r,r,reject,250,Lam Research
252,www.itw.com,200,False,"",,False,v=DMARC1; p=none; pct=100; ri=3600; rua=mailto:dmarc_agg@vali.email,True,none,100,r,r,none,252,Illinois Tool Works
253,www.parker.com,200,False,"",,False,v=DMARC1;p=reject;sp=quarantine;rua=mailto:DMARC-Reports-Aggregate@parker.com;ruf=mailto:DMARC-Reports-Forensic@parker.com;fo=1;aspf=r;,True,reject,100,r,r,quarantine,253,Parker-Hannifin
254,www.otis.com,200,False,"",v=spf1 -all,True,v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,True,reject,100,r,r,reject,254,Otis Worldwide
255,www.omnicomgroup.com,200,False,"",,False,v=DMARC1; p=reject; rua=mailto:1e9b317813bb873@rep.dmarcanalyzer.com; ruf=mailto:1e9b317813bb873@for.dmarcanalyzer.com; fo=1;,True,reject,100,r,r,reject,255,Omnicom Group
256,www.principal.com,200,False,"mxa-002f7901.gslb.pphosted.com, mxb-002f7901.gslb.pphosted.com",v=spf1 mx include:spf.principal.com -all,True,v=DMARC1;p=reject;sp=none;pct=100;fo=1;ri=86400;rua=mailto:dmarc_rua@emaildefense.proofpoint.com;ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,True,reject,100,r,r,none,256,Principal Financial
257,www.dominionenergy.com,200,False,"",,False,v=DMARC1; p=none; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com; fo=1,True,none,100,r,r,none,257,Dominion Energy
258,www.kelloggs.com,200,True,"",,False,v=DMARC1; p=reject; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com; fo=1,True,reject,100,r,r,reject,258,Kellogg
259,www.fluor.com,200,False,"",,False,v=DMARC1; p=none; pct=100; ruf=mailto:rufrua@fluor.com; rua=mailto:rufrua@fluor.com;,True,none,100,r,r,none,259,Fluor
260,aecom.com,200,False,"mxa-00219703.gslb.pphosted.com, mxb-00219703.gslb.pphosted.com",v=spf1 include:%{ir}.%{v}.%{d}.spf.has.pphosted.com -all,False,v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,True,reject,100,r,r,reject,260,AECOM
261,www.rsac.com,200,False,"",,False,v=DMARC1; p=none; sp=none; rua=mailto:re+cd694a810b49@inbound.dmarcdigests.com,True,none,100,r,r,none,261,Reliance Steel & Aluminum
262,www.jacobs.com,200,False,"",,False,v=DMARC1; p=quarantine; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com;fo=1,True,quarantine,100,r,r,quarantine,262,Jacobs Engineering Group
263,www.corning.com,200,False,"",,False,,False,,,,,,263,Corning
265,www.qurateretailgroup.com,200,False,"",,False,v=DMARC1; p=none; fo=1; ri=3600; rua=mailto:qurate@rua.dmp.cisco.com; ruf=mailto:qurate@ruf.dmp.cisco.com,True,none,100,r,r,none,265,Qurate Retail
266,www.pacificlife.com,200,False,"",,False,"v=DMARC1; p=reject; rua=mailto:dmarc_agg@vali.email,mailto:postmaster@pacificlife.com; ruf=mailto:postmaster@pacificlife.com; fo=1; ri=3600",True,reject,100,r,r,reject,266,Pacific Life
